,_id,iterationName,workerId,hitID,aID,gameID,randID,timeRelative,timeAbsolute,trialNum,score,points,numTrials,numTargets,prePostSetSize,numRepetitions,practiceDuration,buildDuration,timeThresholdYellow,timeThresholdRed,discreteEnvHeight,discreteEnvWidth,browser,browserVersion,os,comments,age,strategies,sex,inputDevice,difficulty,fun,dataType,eventType,buggy
0,5e29eb00280c353fe062e0ec,Exp2Pilot3,A2ZDEERVRN5AMC,3GKAWYFRAP703ZGRDT02TKJV75BDPZ,3TK8OJTYM2ZPK0E7UG5YOQKND83PVA,1691-3673775e-bf17-46c9-b775-79afc1355b02,bf1s3yl8mc71q5nq87437,1821491.0,1579805443319.0,,0.32499999999999996,0,24,8,4,2,600,60,30000,15000,13,18,Firefox,72,Windows,"Hard! Much harder than I expected! I loved it, though.",28,Unfortunately I didn't.,Male,Mouse,6,7,survey_data,survey_data,False
1,5e29f3a4280c353fe062e3f6,Exp2Pilot3,A17FGZ1I5P9RZA,3GKAWYFRAP703ZGRDT02TKJV75BDPZ,35L9RVQFCPWXU4RJ6DNOJVGDDAKHU8,6834-b18d5535-d036-4aa4-bd46-e31404e1a9b0,oah3fmfmpxdi7g0zrk4a5,1813845.1950000017,1579807649737.0,,0.09,0,24,8,4,2,600,60,30000,15000,13,18,Chrome,79,Windows,"It was vry diificult nut fun I like to use ny brain,",50,A good base and trying to pay attention to details,Female,Trackpad,6,7,survey_data,survey_data,False
2,5e29f4c3280c353fe062e439,Exp2Pilot3,A2LANO898EAYKJ,3GKAWYFRAP703ZGRDT02TKJV75BDPZ,3634BBTX0P887H5DH6AAX7GP30KFI0,9415-40177ff4-0b4d-494c-96b4-3409ff007cdb,gnubl45gy8hhr6rr7ettf,1826154.7849997878,1579807939851.0,,0.07,0,24,8,4,2,600,60,30000,15000,13,18,Chrome,79,Windows,I enjoyed the hit.,28,I just saw which piece will be suitable for the specific space.,Female,Mouse,4,6,survey_data,survey_data,False
3,5e2a1262280c353fe062eda9,Exp2Pilot3,ALLP45O3BDWYM,3SU800BH8667KDSSZ15G3PDTY1UUQJ,3IRIK4HM3BYLBLQ2O3BKSY5HXWAC65,6679-27a62967-b9d8-4a25-8b63-74e16e2f7f32,bat42xpkgtdq0s3g5gxflb,1567242.254999932,1579815522842.0,,0.6350000000000001,0,24,8,4,2,600,60,30000,15000,13,18,Chrome,79,Windows,"It was fine, no issues",30,redrawing the pattern by imagining that I was making pixel art,Female,Mouse,2,5,survey_data,survey_data,False
4,5e2a12f0280c353fe062eec1,Exp2Pilot3,A1LA6CIGBNDOH9,3H6W48L9F43ZC5GIUO5SL88GELJPWM,3H0W84IWBLGTU280CIKDTHWGEV0REA,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,jfrk5fl3wxiujdv7o5dlx,1708322.3849999486,1579815663118.0,,0.8050000000000003,0,24,8,4,2,600,60,30000,15000,13,18,Chrome,79,Windows,"Frustrating at first, but got the hang of it after a couple attempts.  Got kinda fun.",43,Not really.  Started from the bottom and would try to look ahead 1-2 moves.,Male,Mouse,5,6,survey_data,survey_data,False
5,5e2a150f280c353fe062f33c,Exp2Pilot3,AY832D29HUURG,3SU800BH8667KDSSZ15G3PDTY1UUQJ,39GAF6DQWSEM38V59EU8NU2PASA1VV,4739-25f27c31-0d4c-46ae-a515-02351c69042d,ddzl6bttyqmh7ow1kwyq8,1800890.6849999912,1579816208839.0,,0.060000000000000005,0,24,8,4,2,600,60,30000,15000,13,18,Chrome,79,Windows,"It was horrible. Unless you got it 100% accurate, you didn't get a bonus. If you did get a bonus, it was 1-5 cents. And you can't move the blocks after they were placed. ",25,"I tried my best at first and realized that unless you were 100% accurate, you wouldn't get a bonus, and the stress and difficulty was too much for too little pay. Sorry. ",Male,Mouse,7,1,survey_data,survey_data,True
6,5e2a152a280c353fe062f36b,Exp2Pilot3,A28UGNCW3YMSTH,3H6W48L9F43ZC5GIUO5SL88GELJPWM,3OVR4I9USQXBQZW7AXJ0F5AK5K54QH,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,gg0vy8nuk3e9qv7zhe3i,1946121.0000000028,1579816234536.0,,0.05,0,24,8,4,2,600,60,30000,15000,13,18,Chrome,79,Windows,,24,,Female,Mouse,7,5,survey_data,survey_data,False
7,5e2a15a4280c353fe062f426,Exp2Pilot3,ARL7HOWLEHNOP,3SU800BH8667KDSSZ15G3PDTY1UUQJ,3QEMNNSB2YDEKDAL79BNIINVD767DZ,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,lw483jmk7zw1miyblbh4,2038198.439999993,1579816358651.0,,0.40499999999999997,0,24,8,4,2,600,60,30000,15000,13,18,Chrome,79,Windows,,31,just eyeballed it,Female,Mouse,5,6,survey_data,survey_data,False
8,5e2a15c1280c353fe062f453,Exp2Pilot3,A1ROEDVMTO9Y3X,3H6W48L9F43ZC5GIUO5SL88GELJPWM,3VFJCI1K40DREG4RIDA1TKHSRBFRGR,3988-e15c8e2e-0b53-43fd-a2d3-686d3efd6923,8wti1m8yuop7gra0y0qchq,2099255.294999999,1579816382492.0,,0.0,0,24,8,4,2,600,60,30000,15000,13,18,Chrome,79,Windows,I thought it was fun no problems with it,50,Just tried to follow picture the best I could,Female,Mouse,6,6,survey_data,survey_data,True
9,5e2a16ee280c353fe062f616,Exp2Pilot3,A1VR1XQEQQXYUE,3SU800BH8667KDSSZ15G3PDTY1UUQJ,3ZAZR5XV02WNZVADQ88VPWYC206ZCI,9995-aa7dd1d6-ff3f-41e8-ade6-da416e7366c3,wb5ig1bpm6rq0br4w1jmn,2322223.4150000005,1579816703514.0,,0.17000000000000004,0,24,8,4,2,600,60,30000,15000,13,18,Chrome,79,Windows,,30,no,Female,Mouse,4,5,survey_data,survey_data,False
